WeekID,Week Number,Week Position,Song,Performer,Previous Week Position,Peak Position,Weeks on Chart
4/6/19,14,75,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,84,75,3
4/6/19,14,55,Worth It,YK Osiris,56,55,6
4/6/19,14,2,Wow.,Post Malone,4,2,14
4/6/19,14,30,You Say,Lauren Daigle,29,29,37
4/6/19,14,32,Youngblood,5 Seconds Of Summer,33,7,43
4/6/19,14,62,Shot Clock,Ella Mai,65,62,9
4/6/19,14,1,7 Rings,Ariana Grande,1,1,10
4/6/19,14,17,Dancing With A Stranger,Sam Smith & Normani,17,17,11
4/6/19,14,66,Whiskey Glasses,Morgan Wallen,75,66,4
4/6/19,14,52,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,54,52,7
4/6/19,14,84,Wish You Were Gay,Billie Eilish,87,59,4
4/6/19,14,4,Without Me,Halsey,2,1,25
4/6/19,14,83,Rumor,Lee Brice,88,83,3
4/6/19,14,90,Calma,Pedro Capo X Farruko,91,90,3
4/6/19,14,99,Empty,Juice WRLD,67,41,3
4/6/19,14,15,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,32,15,4
4/6/19,14,69,Look What God Gave Her,Thomas Rhett,80,52,4
4/6/19,14,82,I,Lil Skies,71,39,4
4/6/19,14,38,ZEZE,Kodak Black Featuring Travis Scott & Offset,31,2,24
4/6/19,14,50,Twerk,City Girls Featuring Cardi B,51,29,12
4/6/19,14,91,Undecided,Chris Brown,73,35,12
4/6/19,14,61,Undrunk,FLETCHER,68,61,3
4/6/19,14,36,Envy Me,Calboy,39,36,15
4/6/19,14,35,Look Back At It,A Boogie Wit da Hoodie,36,32,16
4/6/19,14,12,Going Bad,Meek Mill Featuring Drake,10,6,17
4/6/19,14,54,Eyes On You,Chase Rice,61,54,6
4/6/19,14,9,Sucker,Jonas Brothers,8,1,4
4/6/19,14,43,Act Up,City Girls,50,43,4
4/6/19,14,60,Miss Me More,Kelsea Ballerini,77,60,8
4/6/19,14,7,Middle Child,J. Cole,9,4,10
4/6/19,14,19,Murder On My Mind,YNW Melly,16,14,10
4/6/19,14,5,Please Me,Cardi B & Bruno Mars,5,3,6
4/6/19,14,42,Mixed Personalities,YNW Melly Featuring Kanye West,43,42,10
4/6/19,14,28,Money,Cardi B,26,13,23
4/6/19,14,34,MIA,Bad Bunny Featuring Drake,30,5,24
4/6/19,14,26,Drip Too Hard,Lil Baby & Gunna,24,4,28
4/6/19,14,6,Happier,Marshmello & Bastille,6,2,32
4/6/19,14,11,Eastside,"benny blanco, Halsey & Khalid",12,9,37
4/6/19,14,37,Robbery,Juice WRLD,35,27,6
4/6/19,14,88,Talk You Out Of It,Florida Georgia Line,93,80,6
4/6/19,14,14,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,15,2,7
4/6/19,14,40,Talk,Khalid,41,40,7
4/6/19,14,63,Walk Me Home,P!nk,89,63,4
4/6/19,14,65,Down To The Honkytonk,Jake Owen,81,65,13
4/6/19,14,74,Make It Sweet,Old Dominion,76,74,13
4/6/19,14,23,Girls Like You,Maroon 5 Featuring Cardi B,22,1,44
4/6/19,14,47,Lucid Dreams,Juice WRLD,40,2,46
4/6/19,14,45,I Like It,"Cardi B, Bad Bunny & J Balvin",44,1,51
4/6/19,14,77,GIRL,Maren Morris,82,61,4
4/6/19,14,81,Night Shift,Jon Pardi,85,81,6
4/6/19,14,51,Here Tonight,Brett Young,53,51,12
4/6/19,14,76,Girl Like You,Jason Aldean,74,46,18
4/6/19,14,100,Love Wins,Carrie Underwood,100,100,10
4/6/19,14,64,Millionaire,Chris Stapleton,47,47,16
4/6/19,14,13,High Hopes,Panic! At The Disco,14,4,34
4/6/19,14,92,On My Way To You,Cody Johnson,95,92,7
4/6/19,14,96,Lovely,Billie Eilish & Khalid,98,91,21
4/13/19,15,7,Bad Guy,Billie Eilish,,7,1
4/13/19,15,44,Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,,44,1
4/13/19,15,46,All The Good Girls Go To Hell,Billie Eilish,,46,1
4/13/19,15,18,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,14,2,8
4/13/19,15,43,My Strange Addiction,Billie Eilish,,43,1
4/13/19,15,53,I Love You,Billie Eilish,,53,1
4/13/19,15,59,God's Country,Blake Shelton,,59,1
4/13/19,15,62,Ilomilo,Billie Eilish,,62,1
4/13/19,15,39,Talk,Khalid,40,39,8
4/13/19,15,99,Pure Cocaine,Lil Baby,70,57,15
4/13/19,15,26,Beautiful Crazy,Luke Combs,25,23,21
4/13/19,15,64,Close Friends,Lil Baby,57,53,23
4/13/19,15,50,Tequila,Dan + Shay,39,29,48
4/13/19,15,15,Dancing With A Stranger,Sam Smith & Normani,17,15,12
4/13/19,15,79,8,Billie Eilish,,79,1
4/13/19,15,63,Listen Before I Go,Billie Eilish,,63,1
4/13/19,15,65,Double Up,Nipsey Hussle Featuring Belly & DOM KENNEDY,,65,1
4/13/19,15,70,Monopoly,Ariana Grande & Victoria Monet,,70,1
4/13/19,15,27,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,27,27,20
4/13/19,15,82,Last Time That I Checc'd,Nipsey Hussle Featuring YG,,82,1
4/13/19,15,87,Suge,DaBaby,,87,1
4/13/19,15,93,Dedication,Nipsey Hussle Featuring Kendrick Lamar,,93,1
4/13/19,15,75,There Was This Girl,Riley Green,71,71,6
4/13/19,15,89,This Is It,Scotty McCreery,68,42,17
4/13/19,15,13,Thotiana,Blueface,8,8,12
4/13/19,15,24,"Thank U, Next",Ariana Grande,21,1,22
4/13/19,15,28,Be Alright,Dean Lewis,24,23,23
4/13/19,15,2,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,3,1,24
4/13/19,15,11,Shallow,Lady Gaga & Bradley Cooper,10,1,27
4/13/19,15,16,Better,Khalid,16,16,29
4/13/19,15,20,Sicko Mode,Travis Scott,18,1,35
4/13/19,15,34,Better Now,Post Malone,29,3,49
4/13/19,15,66,Bad Liar,Imagine Dragons,56,56,6
4/13/19,15,69,One That Got Away,Michael Ray,67,67,6
4/13/19,15,81,Saturday Nights,Khalid & Kane Brown,73,70,8
4/13/19,15,58,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,49,48,9
4/13/19,15,33,Pure Water,Mustard & Migos,31,31,10
4/13/19,15,42,Baby Shark,Pinkfong,33,32,14
4/13/19,15,22,A Lot,21 Savage,22,12,15
4/13/19,15,52,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,44,38,15
4/13/19,15,19,Sweet But Psycho,Ava Max,20,19,16
4/13/19,15,92,Don't Call Me Up,Mabel,97,92,2
4/13/19,15,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,15,1,5
4/13/19,15,74,Look What God Gave Her,Thomas Rhett,69,52,5
4/13/19,15,91,I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin",85,66,5
4/13/19,15,60,Worth It,YK Osiris,55,55,7
4/13/19,15,4,Wow.,Post Malone,2,2,15
4/13/19,15,35,Xanny,Billie Eilish,,35,1
4/13/19,15,32,You Say,Lauren Daigle,30,29,38
4/13/19,15,41,You Should See Me In A Crown,Billie Eilish,,41,2
4/13/19,15,40,Youngblood,5 Seconds Of Summer,32,7,44
4/13/19,15,25,Bury A Friend,Billie Eilish,41,14,10
4/13/19,15,57,Put A Date On It,Yo Gotti Featuring Lil Baby,46,46,10
4/13/19,15,72,Shot Clock,Ella Mai,62,62,10
4/13/19,15,3,7 Rings,Ariana Grande,1,1,11
4/13/19,15,29,When The Party's Over,Billie Eilish,,29,21
4/13/19,15,67,Whiskey Glasses,Morgan Wallen,66,66,5
4/13/19,15,56,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,52,52,8
4/13/19,15,31,Wish You Were Gay,Billie Eilish,84,31,5
4/13/19,15,5,Without Me,Halsey,4,1,26
4/13/19,15,100,Pop Out,Polo G Featuring Lil Tjay,95,95,2
4/13/19,15,55,Here With Me,Marshmello Featuring CHVRCHES,53,53,4
4/13/19,15,78,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,75,75,4
4/13/19,15,49,ZEZE,Kodak Black Featuring Travis Scott & Offset,38,2,25
4/13/19,15,61,Eyes On You,Chase Rice,54,54,7
4/13/19,15,83,Twerk,City Girls Featuring Cardi B,50,29,13
4/13/19,15,77,Undrunk,FLETCHER,61,61,4
4/13/19,15,38,Envy Me,Calboy,36,36,16
4/13/19,15,37,Look Back At It,A Boogie Wit da Hoodie,35,32,17
4/13/19,15,14,Going Bad,Meek Mill Featuring Drake,12,6,18
4/13/19,15,68,Good As You,Kane Brown,59,59,6
4/13/19,15,76,Girls Need Love,Summer Walker X Drake,58,37,6
4/13/19,15,97,Faucet Failure,Ski Mask The Slump God,87,87,6
4/13/19,15,86,Calma,Pedro Capo X Farruko,90,86,4
4/13/19,15,90,Rumor,Lee Brice,83,83,4
4/13/19,15,8,Sucker,Jonas Brothers,9,1,5
4/13/19,15,71,Miss Me More,Kelsea Ballerini,60,60,9
4/13/19,15,47,Act Up,City Girls,43,43,5
4/13/19,15,10,Middle Child,J. Cole,7,4,11
4/13/19,15,21,Murder On My Mind,YNW Melly,19,14,11
4/13/19,15,54,Mixed Personalities,YNW Melly Featuring Kanye West,42,42,11
4/13/19,15,36,Money,Cardi B,28,13,24
4/13/19,15,45,MIA,Bad Bunny Featuring Drake,34,5,25
4/13/19,15,30,Drip Too Hard,Lil Baby & Gunna,26,4,29
4/13/19,15,9,Happier,Marshmello & Bastille,6,2,33
4/13/19,15,6,Please Me,Cardi B & Bruno Mars,5,3,7
4/13/19,15,48,Robbery,Juice WRLD,37,27,7
4/13/19,15,96,Talk You Out Of It,Florida Georgia Line,88,80,7
4/13/19,15,80,Walk Me Home,P!nk,63,63,5
4/13/19,15,73,Make It Sweet,Old Dominion,74,73,14
4/13/19,15,12,Eastside,"benny blanco, Halsey & Khalid",11,9,38
4/13/19,15,23,Girls Like You,Maroon 5 Featuring Cardi B,23,1,45
4/13/19,15,84,GIRL,Maren Morris,77,61,5
4/13/19,15,88,Night Shift,Jon Pardi,81,81,7
4/13/19,15,51,Here Tonight,Brett Young,51,51,13
4/13/19,15,98,Girl Like You,Jason Aldean,76,46,19
4/13/19,15,95,Millionaire,Chris Stapleton,64,47,17
4/13/19,15,17,High Hopes,Panic! At The Disco,13,4,35
4/13/19,15,94,Ocean Eyes,Billie Eilish,,94,7
4/13/19,15,85,Lovely,Billie Eilish & Khalid,96,85,22
4/20/19,16,27,Cool,Jonas Brothers,,27,1
4/20/19,16,58,Outta My Head,Khalid With John Mayer,,58,1
4/20/19,16,72,Shot Clock,Ella Mai,72,62,11
4/20/19,16,83,Put A Date On It,Yo Gotti Featuring Lil Baby,57,46,11
4/20/19,16,4,7 Rings,Ariana Grande,3,1,12
4/20/19,16,16,Sweet But Psycho,Ava Max,19,16,17
4/20/19,16,41,Kill This Love,BLACKPINK,,41,1
4/20/19,16,59,Robbery,Juice WRLD,48,27,8
4/20/19,16,21,Beautiful Crazy,Luke Combs,26,21,22
4/20/19,16,65,Close Friends,Lil Baby,64,53,24
4/20/19,16,38,Tequila,Dan + Shay,50,29,49
4/20/19,16,94,Talk You Out Of It,Florida Georgia Line,96,80,8
4/20/19,16,18,Talk,Khalid,39,18,9
4/20/19,16,19,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,18,2,9
4/20/19,16,24,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,27,24,21
4/20/19,16,95,Inmortal,Aventura,,95,1
4/20/19,16,84,Don't Pretend,Khalid x SAFE,,84,1
4/20/19,16,87,Bad Luck,Khalid,,87,1
4/20/19,16,93,Right Back,Khalid,,93,1
4/20/19,16,12,Dancing With A Stranger,Sam Smith & Normani,15,12,13
4/20/19,16,70,There Was This Girl,Riley Green,75,70,7
4/20/19,16,90,This Is It,Scotty McCreery,89,42,18
4/20/19,16,17,Thotiana,Blueface,13,8,13
4/20/19,16,31,"Thank U, Next",Ariana Grande,24,1,23
4/20/19,16,29,Be Alright,Dean Lewis,28,23,24
4/20/19,16,2,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2,1,25
4/20/19,16,13,Shallow,Lady Gaga & Bradley Cooper,11,1,28
4/20/19,16,8,Better,Khalid,16,8,30
4/20/19,16,25,Sicko Mode,Travis Scott,20,1,36
4/20/19,16,37,Better Now,Post Malone,34,3,50
4/20/19,16,74,Bad Liar,Imagine Dragons,66,56,7
4/20/19,16,88,One That Got Away,Michael Ray,69,67,7
4/20/19,16,57,Saturday Nights,Khalid & Kane Brown,81,57,9
4/20/19,16,64,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,58,48,10
4/20/19,16,33,Pure Water,Mustard & Migos,33,31,11
4/20/19,16,49,God's Country,Blake Shelton,59,49,2
4/20/19,16,69,Monopoly,Ariana Grande & Victoria Monet,70,69,2
4/20/19,16,71,My Strange Addiction,Billie Eilish,43,43,2
4/20/19,16,75,Double Up,Nipsey Hussle Featuring Belly & DOM KENNEDY,65,65,2
4/20/19,16,76,Last Time That I Checc'd,Nipsey Hussle Featuring YG,82,76,2
4/20/19,16,42,Baby Shark,Pinkfong,42,32,15
4/20/19,16,22,A Lot,21 Savage,22,12,16
4/20/19,16,50,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,52,38,16
4/20/19,16,99,Big Ole Freak,Megan Thee Stallion,,99,1
4/20/19,16,11,Bad Guy,Billie Eilish,7,7,2
4/20/19,16,26,Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,44,26,2
4/20/19,16,63,Suge,DaBaby,87,63,2
4/20/19,16,92,All The Good Girls Go To Hell,Billie Eilish,46,46,2
4/20/19,16,46,Here With Me,Marshmello Featuring CHVRCHES,55,46,5
4/20/19,16,67,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,78,67,5
4/20/19,16,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,6
4/20/19,16,61,Worth It,YK Osiris,60,55,8
4/20/19,16,3,Wow.,Post Malone,4,2,16
4/20/19,16,86,Xanny,Billie Eilish,35,35,2
4/20/19,16,35,You Say,Lauren Daigle,32,29,39
4/20/19,16,68,You Should See Me In A Crown,Billie Eilish,41,41,3
4/20/19,16,43,Youngblood,5 Seconds Of Summer,40,7,45
4/20/19,16,30,Bury A Friend,Billie Eilish,25,14,11
4/20/19,16,39,When The Party's Over,Billie Eilish,29,29,22
4/20/19,16,62,Whiskey Glasses,Morgan Wallen,67,62,6
4/20/19,16,54,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,56,52,9
4/20/19,16,51,Wish You Were Gay,Billie Eilish,31,31,6
4/20/19,16,5,Without Me,Halsey,5,1,27
4/20/19,16,97,Dedication,Nipsey Hussle Featuring Kendrick Lamar,93,93,2
4/20/19,16,80,Don't Call Me Up,Mabel,92,80,3
4/20/19,16,89,Pop Out,Polo G Featuring Lil Tjay,100,89,3
4/20/19,16,53,Good As You,Kane Brown,68,53,7
4/20/19,16,81,Girls Need Love,Summer Walker X Drake,76,37,7
4/20/19,16,91,Faucet Failure,Ski Mask The Slump God,97,87,7
4/20/19,16,52,Eyes On You,Chase Rice,61,52,8
4/20/19,16,77,Undrunk,FLETCHER,77,61,5
4/20/19,16,60,Make It Sweet,Old Dominion,73,60,15
4/20/19,16,34,Envy Me,Calboy,38,34,17
4/20/19,16,36,Look Back At It,A Boogie Wit da Hoodie,37,32,18
4/20/19,16,48,Look What God Gave Her,Thomas Rhett,74,48,6
4/20/19,16,78,Rumor,Lee Brice,90,78,5
4/20/19,16,85,Calma,Pedro Capo X Farruko,86,85,5
4/20/19,16,6,Sucker,Jonas Brothers,8,1,6
4/20/19,16,66,Miss Me More,Kelsea Ballerini,71,60,10
4/20/19,16,9,Middle Child,J. Cole,10,4,12
4/20/19,16,28,Murder On My Mind,YNW Melly,21,14,12
4/20/19,16,15,Going Bad,Meek Mill Featuring Drake,14,6,19
4/20/19,16,44,Money,Cardi B,36,13,25
4/20/19,16,47,MIA,Bad Bunny Featuring Drake,45,5,26
4/20/19,16,32,Drip Too Hard,Lil Baby & Gunna,30,4,30
4/20/19,16,10,Happier,Marshmello & Bastille,9,2,34
4/20/19,16,40,Act Up,City Girls,47,40,6
4/20/19,16,7,Please Me,Cardi B & Bruno Mars,6,3,8
4/20/19,16,100,Victory Lap,Nipsey Hussle Featuring Stacy Barthe,,100,1
4/20/19,16,73,Walk Me Home,P!nk,80,63,6
4/20/19,16,56,Mixed Personalities,YNW Melly Featuring Kanye West,54,42,12
4/20/19,16,14,Eastside,"benny blanco, Halsey & Khalid",12,9,39
4/20/19,16,23,Girls Like You,Maroon 5 Featuring Cardi B,23,1,46
4/20/19,16,55,My Bad,Khalid,,55,3
4/20/19,16,82,GIRL,Maren Morris,84,61,6
4/20/19,16,79,Night Shift,Jon Pardi,88,79,8
4/20/19,16,45,Here Tonight,Brett Young,51,45,14
4/20/19,16,20,High Hopes,Panic! At The Disco,17,4,36
4/20/19,16,98,Let Me Down Slowly,Alec Benjamin Featuring Alessia Cara,,98,7
4/20/19,16,96,Ocean Eyes,Billie Eilish,94,94,8
4/27/19,17,8,Boy With Luv,BTS Featuring Halsey,,8,1
4/27/19,17,28,Sanguine Paradise,Lil Uzi Vert,,28,1
4/27/19,17,66,Blue On Black,"Five Finger Death Punch Featuring Kenny Wayne Shepherd, Brantley Gilbert & Brian May",,66,1
4/27/19,17,68,SOS,Avicii Featuring Aloe Blacc,,68,1
4/27/19,17,22,A Lot,21 Savage,22,12,17
4/27/19,17,48,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,50,38,17
4/27/19,17,13,Sweet But Psycho,Ava Max,16,13,18
4/27/19,17,24,Beautiful Crazy,Luke Combs,21,21,23
4/27/19,17,58,Close Friends,Lil Baby,65,53,25
4/27/19,17,49,Tequila,Dan + Shay,38,29,50
4/27/19,17,31,Bury A Friend,Billie Eilish,30,14,12
4/27/19,17,76,That's A Rack,Lil Uzi Vert,,76,1
4/27/19,17,10,Please Me,Cardi B & Bruno Mars,7,3,9
4/27/19,17,81,Love Ain't,Eli Young Band,,81,1
4/27/19,17,95,Make It Right,BTS,,95,1
4/27/19,17,78,Shot Clock,Ella Mai,72,62,12
4/27/19,17,85,Put A Date On It,Yo Gotti Featuring Lil Baby,83,46,12
4/27/19,17,4,7 Rings,Ariana Grande,4,1,13
4/27/19,17,98,There Was This Girl,Riley Green,70,70,8
4/27/19,17,97,This Is It,Scotty McCreery,90,42,19
4/27/19,17,14,Thotiana,Blueface,17,8,14
4/27/19,17,25,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,24,24,22
4/27/19,17,34,"Thank U, Next",Ariana Grande,31,1,24
4/27/19,17,30,Be Alright,Dean Lewis,29,23,25
4/27/19,17,3,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2,1,26
4/27/19,17,16,Shallow,Lady Gaga & Bradley Cooper,13,1,29
4/27/19,17,17,Better,Khalid,8,8,31
4/27/19,17,26,Sicko Mode,Travis Scott,25,1,37
4/27/19,17,39,Better Now,Post Malone,37,3,51
4/27/19,17,72,Clout,Offset Featuring Cardi B,,72,2
4/27/19,17,80,Bad Liar,Imagine Dragons,74,56,8
4/27/19,17,87,One That Got Away,Michael Ray,88,67,8
4/27/19,17,86,Saturday Nights,Khalid & Kane Brown,57,57,10
4/27/19,17,56,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,64,48,11
4/27/19,17,33,Pure Water,Mustard & Migos,33,31,12
4/27/19,17,96,"Hey Look Ma, I Made It",Panic! At The Disco,,96,1
4/27/19,17,73,Kill This Love,BLACKPINK,41,41,2
4/27/19,17,7,Dancing With A Stranger,Sam Smith & Normani,12,7,14
4/27/19,17,43,Baby Shark,Pinkfong,42,32,16
4/27/19,17,75,Cool,Jonas Brothers,27,27,2
4/27/19,17,84,Big Ole Freak,Megan Thee Stallion,99,84,2
4/27/19,17,46,God's Country,Blake Shelton,49,46,3
4/27/19,17,82,Double Up,Nipsey Hussle Featuring Belly & DOM KENNEDY,75,65,3
4/27/19,17,60,Worth It,YK Osiris,61,55,9
4/27/19,17,2,Wow.,Post Malone,3,2,17
4/27/19,17,90,Xanny,Billie Eilish,86,35,3
4/27/19,17,40,You Say,Lauren Daigle,35,29,40
4/27/19,17,65,You Should See Me In A Crown,Billie Eilish,68,41,4
4/27/19,17,47,Youngblood,5 Seconds Of Summer,43,7,46
4/27/19,17,61,Robbery,Juice WRLD,59,27,9
4/27/19,17,93,Talk You Out Of It,Florida Georgia Line,94,80,9
4/27/19,17,18,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,19,2,10
4/27/19,17,20,Talk,Khalid,18,18,10
4/27/19,17,38,When The Party's Over,Billie Eilish,39,29,23
4/27/19,17,55,Whiskey Glasses,Morgan Wallen,62,55,7
4/27/19,17,52,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,54,52,10
4/27/19,17,64,Wish You Were Gay,Billie Eilish,51,31,7
4/27/19,17,5,Without Me,Halsey,5,1,28
4/27/19,17,9,Bad Guy,Billie Eilish,11,7,3
4/27/19,17,27,Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,26,26,3
4/27/19,17,51,Suge,DaBaby,63,51,3
4/27/19,17,88,My Strange Addiction,Billie Eilish,71,43,3
4/27/19,17,92,Last Time That I Checc'd,Nipsey Hussle Featuring YG,76,76,3
4/27/19,17,53,Look What God Gave Her,Thomas Rhett,48,48,7
4/27/19,17,83,Undrunk,FLETCHER,77,61,6
4/27/19,17,57,Make It Sweet,Old Dominion,60,57,16
4/27/19,17,35,Envy Me,Calboy,34,34,18
4/27/19,17,41,Here With Me,Marshmello Featuring CHVRCHES,46,41,6
4/27/19,17,62,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,67,62,6
4/27/19,17,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,7
4/27/19,17,67,Don't Call Me Up,Mabel,80,67,4
4/27/19,17,74,Pop Out,Polo G Featuring Lil Tjay,89,74,4
4/27/19,17,54,Good As You,Kane Brown,53,53,8
4/27/19,17,77,Girls Need Love,Summer Walker X Drake,81,37,8
4/27/19,17,89,Faucet Failure,Ski Mask The Slump God,91,87,8
4/27/19,17,44,Eyes On You,Chase Rice,52,44,9
4/27/19,17,63,Miss Me More,Kelsea Ballerini,66,60,11
4/27/19,17,37,Look Back At It,A Boogie Wit da Hoodie,36,32,19
4/27/19,17,15,Going Bad,Meek Mill Featuring Drake,15,6,20
4/27/19,17,50,Money,Cardi B,44,13,26
4/27/19,17,45,MIA,Bad Bunny Featuring Drake,47,5,27
4/27/19,17,32,Drip Too Hard,Lil Baby & Gunna,32,4,31
4/27/19,17,12,Happier,Marshmello & Bastille,10,2,35
4/27/19,17,69,Rumor,Lee Brice,78,69,6
4/27/19,17,6,Sucker,Jonas Brothers,6,1,7
4/27/19,17,36,Act Up,City Girls,40,36,7
4/27/19,17,71,Walk Me Home,P!nk,73,63,7
4/27/19,17,11,Middle Child,J. Cole,9,4,13
4/27/19,17,29,Murder On My Mind,YNW Melly,28,14,13
4/27/19,17,59,Mixed Personalities,YNW Melly Featuring Kanye West,56,42,13
4/27/19,17,19,Eastside,"benny blanco, Halsey & Khalid",14,9,40
4/27/19,17,23,Girls Like You,Maroon 5 Featuring Cardi B,23,1,47
4/27/19,17,94,I'm So Tired...,Lauv & Troye Sivan,,94,2
4/27/19,17,79,GIRL,Maren Morris,82,61,7
4/27/19,17,70,Night Shift,Jon Pardi,79,70,9
4/27/19,17,42,Here Tonight,Brett Young,45,42,15
4/27/19,17,21,High Hopes,Panic! At The Disco,20,4,37
4/27/19,17,99,Let Me Down Slowly,Alec Benjamin Featuring Alessia Cara,98,98,8
4/27/19,17,91,Ocean Eyes,Billie Eilish,96,91,9
4/27/19,17,100,On My Way To You,Cody Johnson,,100,8
5/4/19,18,23,Pure Water,Mustard & Migos,33,23,13
5/4/19,18,30,Act Up,City Girls,36,30,8
5/4/19,18,47,Baby Shark,Pinkfong,43,32,17
5/4/19,18,17,Earth,Lil Dicky,,17,1
5/4/19,18,24,A Lot,21 Savage,22,12,18
5/4/19,18,54,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,48,38,18
5/4/19,18,26,Beautiful Crazy,Luke Combs,24,21,24
5/4/19,18,57,Close Friends,Lil Baby,58,53,26
5/4/19,18,83,Secreto,Anuel AA & Karol G,,83,9
5/4/19,18,92,Pure Cocaine,Lil Baby,,92,16
5/4/19,18,75,Before I Let Go,Beyonce,,75,1
5/4/19,18,11,Sweet But Psycho,Ava Max,13,11,19
5/4/19,18,93,Love Someone,Brett Eldredge,,93,1
5/4/19,18,90,Slide,French Montana Featuring Blueface & Lil Tjay,,90,1
5/4/19,18,96,Shotta Flow,NLE Choppa,,96,1
5/4/19,18,36,Bury A Friend,Billie Eilish,31,14,13
5/4/19,18,94,This Is It,Scotty McCreery,97,42,20
5/4/19,18,21,Thotiana,Blueface,14,8,15
5/4/19,18,29,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,25,24,23
5/4/19,18,41,"Thank U, Next",Ariana Grande,34,1,25
5/4/19,18,27,Be Alright,Dean Lewis,30,23,26
5/4/19,18,3,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,3,1,27
5/4/19,18,15,Shallow,Lady Gaga & Bradley Cooper,16,1,30
5/4/19,18,19,Better,Khalid,17,8,32
5/4/19,18,25,Sicko Mode,Travis Scott,26,1,38
5/4/19,18,42,Better Now,Post Malone,39,3,52
5/4/19,18,39,Clout,Offset Featuring Cardi B,72,39,3
5/4/19,18,71,Calma,Pedro Capo X Farruko,,71,6
5/4/19,18,85,Bad Liar,Imagine Dragons,80,56,9
5/4/19,18,99,One That Got Away,Michael Ray,87,67,9
5/4/19,18,91,Saturday Nights,Khalid & Kane Brown,86,57,11
5/4/19,18,34,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,56,34,12
5/4/19,18,100,ME!,Taylor Swift Featuring Brendon Urie,,100,1
5/4/19,18,68,Love Ain't,Eli Young Band,81,68,2
5/4/19,18,80,"Hey Look Ma, I Made It",Panic! At The Disco,96,80,2
5/4/19,18,77,Put A Date On It,Yo Gotti Featuring Lil Baby,85,46,13
5/4/19,18,79,Shot Clock,Ella Mai,78,62,13
5/4/19,18,4,7 Rings,Ariana Grande,4,1,14
5/4/19,18,7,Dancing With A Stranger,Sam Smith & Normani,7,7,15
5/4/19,18,32,Sanguine Paradise,Lil Uzi Vert,28,28,2
5/4/19,18,40,Boy With Luv,BTS Featuring Halsey,8,8,2
5/4/19,18,82,That's A Rack,Lil Uzi Vert,76,76,2
5/4/19,18,87,SOS,Avicii Featuring Aloe Blacc,68,68,2
5/4/19,18,95,My Strange Addiction,Billie Eilish,88,43,4
5/4/19,18,58,Worth It,YK Osiris,60,55,10
5/4/19,18,2,Wow.,Post Malone,2,2,18
5/4/19,18,98,Xanny,Billie Eilish,90,35,4
5/4/19,18,45,You Say,Lauren Daigle,40,29,41
5/4/19,18,65,You Should See Me In A Crown,Billie Eilish,65,41,5
5/4/19,18,50,Youngblood,5 Seconds Of Summer,47,7,47
5/4/19,18,13,Please Me,Cardi B & Bruno Mars,10,3,10
5/4/19,18,66,Robbery,Juice WRLD,61,27,10
5/4/19,18,78,Talk You Out Of It,Florida Georgia Line,93,78,10
5/4/19,18,8,Talk,Khalid,20,8,11
5/4/19,18,14,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,18,2,11
5/4/19,18,38,When The Party's Over,Billie Eilish,38,29,24
