WeekID,Week Number,Week Position,Song,Performer,Previous Week Position,Peak Position,Weeks on Chart
3/9/19,10,78,One Call,Gunna,,78,2
3/9/19,10,59,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,92,59,4
3/9/19,10,52,Pure Water,Mustard & Migos,56,52,5
3/9/19,10,47,Always Remember Us This Way,Lady Gaga,,47,7
3/9/19,10,69,Burn Out,Midland,83,69,8
3/9/19,10,100,Faucet Failure,Ski Mask The Slump God,,100,1
3/9/19,10,88,Eyes On You,Chase Rice,84,84,2
3/9/19,10,83,Calling My Spirit,Kodak Black,68,46,13
3/9/19,10,33,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,37,28,15
3/9/19,10,14,Please Me,Cardi B & Bruno Mars,5,5,2
3/9/19,10,28,Robbery,Juice WRLD,27,27,2
3/9/19,10,50,Red Room,Offset,49,49,2
3/9/19,10,5,Middle Child,J. Cole,11,4,6
3/9/19,10,60,Needy,Ariana Grande,48,14,3
3/9/19,10,68,NASA,Ariana Grande,46,17,3
3/9/19,10,73,Worth It,YK Osiris,87,73,2
3/9/19,10,8,Wow.,Post Malone,10,8,10
3/9/19,10,30,You Say,Lauren Daigle,34,30,33
3/9/19,10,31,Youngblood,5 Seconds Of Summer,26,7,39
3/9/19,10,18,A Lot,21 Savage,17,12,10
3/9/19,10,44,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,43,38,10
3/9/19,10,24,Sweet But Psycho,Ava Max,29,24,11
3/9/19,10,66,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,85,56,3
3/9/19,10,75,Wit It,Gunna,,75,1
3/9/19,10,3,Without Me,Halsey,2,1,21
3/9/19,10,98,Talk You Out Of It,Florida Georgia Line,80,80,2
3/9/19,10,13,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,8,2,3
3/9/19,10,55,Talk,Khalid,50,44,3
3/9/19,10,90,Bad Idea,Ariana Grande,55,27,3
3/9/19,10,93,Bloodline,Ariana Grande,53,22,3
3/9/19,10,82,Miss Me More,Kelsea Ballerini,81,81,4
3/9/19,10,25,ZEZE,Kodak Black Featuring Travis Scott & Offset,22,2,20
3/9/19,10,67,Nights Like This,Kehlani Featuring Ty Dolla $ign,72,67,7
3/9/19,10,45,Twerk,City Girls Featuring Cardi B,52,29,8
3/9/19,10,63,Undecided,Chris Brown,65,35,8
3/9/19,10,76,Ella Quiere Beber,Anuel AA & Romeo Santos,78,61,17
3/9/19,10,15,Murder On My Mind,YNW Melly,14,14,6
3/9/19,10,56,Mixed Personalities,YNW Melly Featuring Kanye West,60,56,6
3/9/19,10,80,Down To The Honkytonk,Jake Owen,77,74,9
3/9/19,10,89,Love Someone,Lukas Graham,70,70,9
3/9/19,10,99,Make It Sweet,Old Dominion,96,84,9
3/9/19,10,41,Bury A Friend,Billie Eilish,32,14,5
3/9/19,10,81,Shot Clock,Ella Mai,90,81,5
3/9/19,10,96,Put A Date On It,Yo Gotti Featuring Lil Baby,75,59,5
3/9/19,10,2,7 Rings,Ariana Grande,1,1,6
3/9/19,10,42,Envy Me,Calboy,42,41,11
3/9/19,10,35,Look Back At It,A Boogie Wit da Hoodie,39,32,12
3/9/19,10,20,Money,Cardi B,16,13,19
3/9/19,10,26,MIA,Bad Bunny Featuring Drake,24,5,20
3/9/19,10,19,Drip Too Hard,Lil Baby & Gunna,18,4,24
3/9/19,10,37,Leave Me Alone,Flipp Dinero,35,20,24
3/9/19,10,43,Mo Bamba,Sheck Wes,40,6,27
3/9/19,10,6,Happier,Marshmello & Bastille,6,2,28
3/9/19,10,12,Eastside,"benny blanco, Halsey & Khalid",12,9,33
3/9/19,10,22,Dancing With A Stranger,Sam Smith & Normani,25,22,7
3/9/19,10,36,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,36,11,24
3/9/19,10,54,Walk Me Home,P!nk,,54,1
3/9/19,10,61,What Makes You Country,Luke Bryan,54,54,9
3/9/19,10,16,Going Bad,Meek Mill Featuring Drake,15,6,13
3/9/19,10,84,Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,63,43,13
3/9/19,10,17,Girls Like You,Maroon 5 Featuring Cardi B,19,1,40
3/9/19,10,40,Lucid Dreams,Juice WRLD,41,2,42
3/9/19,10,39,I Like It,"Cardi B, Bad Bunny & J Balvin",33,1,47
3/9/19,10,62,I'll Never Love Again,Lady Gaga,,62,7
3/9/19,10,71,Here Tonight,Brett Young,67,67,8
3/9/19,10,58,Girl Like You,Jason Aldean,51,46,14
3/9/19,10,85,Imagine,Ariana Grande,58,21,8
3/9/19,10,57,Millionaire,Chris Stapleton,66,57,12
3/9/19,10,11,High Hopes,Panic! At The Disco,9,4,30
3/16/19,11,1,Sucker,Jonas Brothers,,1,1
3/16/19,11,48,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,44,38,11
3/16/19,11,20,Dancing With A Stranger,Sam Smith & Normani,22,20,8
3/16/19,11,39,I,Lil Skies,,39,1
3/16/19,11,52,Look What God Gave Her,Thomas Rhett,,52,1
3/16/19,11,56,Hear Me Calling,Juice WRLD,,56,1
3/16/19,11,82,Armed And Dangerous,Juice WRLD,79,44,17
3/16/19,11,11,"Thank U, Next",Ariana Grande,7,1,18
3/16/19,11,84,Secreto,Anuel AA & Karol G,92,84,5
3/16/19,11,25,Beautiful Crazy,Luke Combs,23,23,17
3/16/19,11,59,Close Friends,Lil Baby,53,53,19
3/16/19,11,33,Tequila,Dan + Shay,32,29,44
3/16/19,11,24,Sweet But Psycho,Ava Max,24,24,12
3/16/19,11,77,Act Up,City Girls,,77,1
3/16/19,11,26,Be Alright,Dean Lewis,29,26,19
3/16/19,11,4,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,4,1,20
3/16/19,11,83,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,,83,1
3/16/19,11,93,I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin",,93,1
3/16/19,11,94,Rule The World,2 Chainz Featuring Ariana Grande,,94,1
3/16/19,11,71,There Was This Girl,Riley Green,,71,2
3/16/19,11,53,This Is It,Scotty McCreery,51,42,13
3/16/19,11,13,Thotiana,Blueface,9,9,8
3/16/19,11,6,Shallow,Lady Gaga & Bradley Cooper,1,1,23
3/16/19,11,43,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",38,11,23
3/16/19,11,21,Better,Khalid,21,18,25
3/16/19,11,10,Sicko Mode,Travis Scott,10,1,31
3/16/19,11,29,Better Now,Post Malone,27,3,45
3/16/19,11,72,Bad Liar,Imagine Dragons,,72,2
3/16/19,11,89,One That Got Away,Michael Ray,,89,2
3/16/19,11,57,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,59,57,5
3/16/19,11,51,Pure Water,Mustard & Migos,52,51,6
3/16/19,11,64,Always Remember Us This Way,Lady Gaga,47,47,8
3/16/19,11,63,Burn Out,Midland,69,63,9
3/16/19,11,100,Momma I Hit A Lick,2 Chainz Featuring Kendrick Lamar,,100,1
3/16/19,11,37,Girls Need Love,Summer Walker X Drake,87,37,2
3/16/19,11,78,Good As You,Kane Brown,95,78,2
3/16/19,11,87,Faucet Failure,Ski Mask The Slump God,100,87,2
3/16/19,11,80,Calling My Spirit,Kodak Black,83,46,14
3/16/19,11,31,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,33,28,16
3/16/19,11,92,Needy,Ariana Grande,60,14,4
3/16/19,11,81,Miss Me More,Kelsea Ballerini,82,81,5
3/16/19,11,70,Eyes On You,Chase Rice,88,70,3
3/16/19,11,65,Worth It,YK Osiris,73,65,3
3/16/19,11,7,Wow.,Post Malone,8,7,11
3/16/19,11,32,You Say,Lauren Daigle,30,30,34
3/16/19,11,30,Youngblood,5 Seconds Of Summer,31,7,40
3/16/19,11,38,Baby Shark,Pinkfong,34,32,10
3/16/19,11,54,Take It From Me,Jordan Davis,46,46,10
3/16/19,11,18,A Lot,21 Savage,18,12,11
3/16/19,11,95,When The Party's Over,Billie Eilish,,95,19
3/16/19,11,75,Whip,2 Chainz Featuring Travis Scott,,75,1
3/16/19,11,85,Whiskey Glasses,Morgan Wallen,,85,1
3/16/19,11,60,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,66,56,4
3/16/19,11,74,Wish You Were Gay,Billie Eilish,,74,1
3/16/19,11,5,Without Me,Halsey,3,1,22
3/16/19,11,3,Please Me,Cardi B & Bruno Mars,14,3,3
3/16/19,11,34,Robbery,Juice WRLD,28,27,3
3/16/19,11,73,Red Room,Offset,50,49,3
3/16/19,11,28,ZEZE,Kodak Black Featuring Travis Scott & Offset,25,2,21
3/16/19,11,50,Mixed Personalities,YNW Melly Featuring Kanye West,56,50,7
3/16/19,11,46,Twerk,City Girls Featuring Cardi B,45,29,9
3/16/19,11,58,Undecided,Chris Brown,63,35,9
3/16/19,11,67,Ella Quiere Beber,Anuel AA & Romeo Santos,76,61,18
3/16/19,11,9,Middle Child,J. Cole,5,4,7
3/16/19,11,17,Murder On My Mind,YNW Melly,15,14,7
3/16/19,11,97,Talk You Out Of It,Florida Georgia Line,98,80,3
3/16/19,11,15,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,13,2,4
3/16/19,11,49,Talk,Khalid,55,44,4
3/16/19,11,79,Nights Like This,Kehlani Featuring Ty Dolla $ign,67,67,8
3/16/19,11,69,Down To The Honkytonk,Jake Owen,80,69,10
3/16/19,11,76,Make It Sweet,Old Dominion,99,76,10
3/16/19,11,96,Love Someone,Lukas Graham,89,70,10
3/16/19,11,23,Money,Cardi B,20,13,20
3/16/19,11,27,MIA,Bad Bunny Featuring Drake,26,5,21
3/16/19,11,22,Drip Too Hard,Lil Baby & Gunna,19,4,25
3/16/19,11,45,Leave Me Alone,Flipp Dinero,37,20,25
3/16/19,11,47,Mo Bamba,Sheck Wes,43,6,28
3/16/19,11,8,Happier,Marshmello & Bastille,6,2,29
3/16/19,11,14,Eastside,"benny blanco, Halsey & Khalid",12,9,34
3/16/19,11,42,Bury A Friend,Billie Eilish,41,14,6
3/16/19,11,68,Shot Clock,Ella Mai,81,68,6
3/16/19,11,90,Put A Date On It,Yo Gotti Featuring Lil Baby,96,59,6
3/16/19,11,2,7 Rings,Ariana Grande,2,1,7
3/16/19,11,44,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,36,11,25
3/16/19,11,88,Walk Me Home,P!nk,54,54,2
3/16/19,11,66,What Makes You Country,Luke Bryan,61,54,10
3/16/19,11,40,Envy Me,Calboy,42,40,12
3/16/19,11,35,Look Back At It,A Boogie Wit da Hoodie,35,32,13
3/16/19,11,16,Going Bad,Meek Mill Featuring Drake,16,6,14
3/16/19,11,19,Girls Like You,Maroon 5 Featuring Cardi B,17,1,41
3/16/19,11,36,Lucid Dreams,Juice WRLD,40,2,43
3/16/19,11,41,I Like It,"Cardi B, Bad Bunny & J Balvin",39,1,48
3/16/19,11,86,Night Shift,Jon Pardi,,86,3
3/16/19,11,98,Love Wins,Carrie Underwood,,98,8
3/16/19,11,62,Here Tonight,Brett Young,71,62,9
3/16/19,11,61,Girl Like You,Jason Aldean,58,46,15
3/16/19,11,99,On My Way To You,Cody Johnson,,99,5
3/16/19,11,55,Millionaire,Chris Stapleton,57,55,13
3/16/19,11,12,High Hopes,Panic! At The Disco,11,4,31
3/16/19,11,91,Lovely,Billie Eilish & Khalid,,91,18
3/23/19,12,58,Take It From Me,Jordan Davis,54,46,11
3/23/19,12,31,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,31,28,17
3/23/19,12,41,Empty,Juice WRLD,,41,1
3/23/19,12,47,Fast,Juice WRLD,,47,1
3/23/19,12,89,Secreto,Anuel AA & Karol G,84,84,6
3/23/19,12,72,Pure Cocaine,Lil Baby,,72,12
3/23/19,12,26,Beautiful Crazy,Luke Combs,25,23,18
3/23/19,12,66,Close Friends,Lil Baby,59,53,20
3/23/19,12,34,Tequila,Dan + Shay,33,29,45
3/23/19,12,21,A Lot,21 Savage,18,12,12
3/23/19,12,65,Maze,Juice WRLD,,65,1
3/23/19,12,75,Here With Me,Marshmello Featuring CHVRCHES,,75,1
3/23/19,12,77,My Bad,Khalid,,77,1
3/23/19,12,18,Dancing With A Stranger,Sam Smith & Normani,20,18,9
3/23/19,12,16,"Thank U, Next",Ariana Grande,11,1,19
3/23/19,12,25,Be Alright,Dean Lewis,26,25,20
3/23/19,12,2,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,4,1,21
3/23/19,12,91,Flaws And Sins,Juice WRLD,,91,1
3/23/19,12,88,Rumor,Lee Brice,,88,1
3/23/19,12,92,Calma,Pedro Capo X Farruko,,92,1
3/23/19,12,49,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,48,38,12
3/23/19,12,22,Sweet But Psycho,Ava Max,24,22,13
3/23/19,12,74,There Was This Girl,Riley Green,71,71,3
3/23/19,12,55,This Is It,Scotty McCreery,53,42,14
3/23/19,12,11,Thotiana,Blueface,13,9,9
3/23/19,12,9,Shallow,Lady Gaga & Bradley Cooper,6,1,24
3/23/19,12,39,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",43,11,24
3/23/19,12,19,Better,Khalid,21,18,26
3/23/19,12,10,Sicko Mode,Travis Scott,10,1,32
3/23/19,12,30,Better Now,Post Malone,29,3,46
3/23/19,12,70,Bad Liar,Imagine Dragons,72,70,3
3/23/19,12,84,One That Got Away,Michael Ray,89,84,3
3/23/19,12,78,Saturday Nights,Khalid & Kane Brown,,78,5
3/23/19,12,54,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,57,54,6
3/23/19,12,40,Pure Water,Mustard & Migos,51,40,7
3/23/19,12,100,Always Remember Us This Way,Lady Gaga,64,47,9
3/23/19,12,96,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,,96,1
3/23/19,12,38,Hear Me Calling,Juice WRLD,56,38,2
3/23/19,12,51,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,83,51,2
3/23/19,12,57,I,Lil Skies,39,39,2
3/23/19,12,82,Look What God Gave Her,Thomas Rhett,52,52,2
3/23/19,12,87,Calling My Spirit,Kodak Black,80,46,15
3/23/19,12,6,Sucker,Jonas Brothers,1,1,2
3/23/19,12,63,Act Up,City Girls,77,63,2
3/23/19,12,97,I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin",93,93,2
3/23/19,12,52,Girls Need Love,Summer Walker X Drake,37,37,3
3/23/19,12,73,Good As You,Kane Brown,78,73,3
3/23/19,12,62,Worth It,YK Osiris,65,62,4
3/23/19,12,5,Wow.,Post Malone,7,5,12
3/23/19,12,32,You Say,Lauren Daigle,32,30,35
3/23/19,12,33,Youngblood,5 Seconds Of Summer,30,7,41
3/23/19,12,35,Baby Shark,Pinkfong,38,32,11
3/23/19,12,94,When The Party's Over,Billie Eilish,95,94,20
3/23/19,12,80,Whiskey Glasses,Morgan Wallen,85,80,2
3/23/19,12,64,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,60,56,5
3/23/19,12,59,Wish You Were Gay,Billie Eilish,74,59,2
3/23/19,12,3,Without Me,Halsey,5,1,23
3/23/19,12,99,Faucet Failure,Ski Mask The Slump God,87,87,3
3/23/19,12,69,Eyes On You,Chase Rice,70,69,4
3/23/19,12,29,ZEZE,Kodak Black Featuring Travis Scott & Offset,28,2,22
3/23/19,12,8,Middle Child,J. Cole,9,4,8
3/23/19,12,17,Murder On My Mind,YNW Melly,17,14,8
3/23/19,12,46,Mixed Personalities,YNW Melly Featuring Kanye West,50,46,8
3/23/19,12,50,Twerk,City Girls Featuring Cardi B,46,29,10
3/23/19,12,67,Undecided,Chris Brown,58,35,10
3/23/19,12,85,Undrunk,FLETCHER,,85,1
3/23/19,12,14,Going Bad,Meek Mill Featuring Drake,16,6,15
3/23/19,12,83,Miss Me More,Kelsea Ballerini,81,81,6
3/23/19,12,4,Please Me,Cardi B & Bruno Mars,3,3,4
3/23/19,12,27,Robbery,Juice WRLD,34,27,4
3/23/19,12,98,Talk You Out Of It,Florida Georgia Line,97,80,4
3/23/19,12,95,Nights Like This,Kehlani Featuring Ty Dolla $ign,79,67,9
3/23/19,12,15,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,15,2,5
3/23/19,12,42,Talk,Khalid,49,42,5
3/23/19,12,76,Down To The Honkytonk,Jake Owen,69,69,11
3/23/19,12,79,Make It Sweet,Old Dominion,76,76,11
3/23/19,12,81,Ella Quiere Beber,Anuel AA & Romeo Santos,67,61,19
3/23/19,12,23,Money,Cardi B,23,13,21
3/23/19,12,28,MIA,Bad Bunny Featuring Drake,27,5,22
3/23/19,12,24,Drip Too Hard,Lil Baby & Gunna,22,4,26
3/23/19,12,7,Happier,Marshmello & Bastille,8,2,30
3/23/19,12,13,Eastside,"benny blanco, Halsey & Khalid",14,9,35
3/23/19,12,45,Bury A Friend,Billie Eilish,42,14,7
3/23/19,12,56,Put A Date On It,Yo Gotti Featuring Lil Baby,90,56,7
3/23/19,12,71,Shot Clock,Ella Mai,68,68,7
3/23/19,12,1,7 Rings,Ariana Grande,2,1,8
3/23/19,12,48,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,44,11,26
3/23/19,12,90,What Makes You Country,Luke Bryan,66,54,11
3/23/19,12,43,Envy Me,Calboy,40,40,13
3/23/19,12,36,Look Back At It,A Boogie Wit da Hoodie,35,32,14
3/23/19,12,20,Girls Like You,Maroon 5 Featuring Cardi B,19,1,42
3/23/19,12,37,Lucid Dreams,Juice WRLD,36,2,44
3/23/19,12,44,I Like It,"Cardi B, Bad Bunny & J Balvin",41,1,49
3/23/19,12,61,GIRL,Maren Morris,,61,2
3/23/19,12,86,Night Shift,Jon Pardi,86,86,4
3/23/19,12,60,Here Tonight,Brett Young,62,60,10
3/23/19,12,68,Girl Like You,Jason Aldean,61,46,16
3/23/19,12,53,Millionaire,Chris Stapleton,55,53,14
3/23/19,12,12,High Hopes,Panic! At The Disco,12,4,32
3/23/19,12,93,Lovely,Billie Eilish & Khalid,91,91,19
3/30/19,13,92,Calling My Spirit,Kodak Black,87,46,16
3/30/19,13,62,Sally Walker,Iggy Azalea,,62,1
3/30/19,13,55,Numb Numb Juice,ScHoolboy Q,,55,1
3/30/19,13,46,Bury A Friend,Billie Eilish,45,14,8
3/30/19,13,49,Put A Date On It,Yo Gotti Featuring Lil Baby,56,49,8
3/30/19,13,65,Shot Clock,Ella Mai,71,65,8
3/30/19,13,28,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,31,28,18
3/30/19,13,94,Secreto,Anuel AA & Karol G,89,84,7
3/30/19,13,57,Pure Cocaine,Lil Baby,72,57,13
3/30/19,13,25,Beautiful Crazy,Luke Combs,26,23,19
3/30/19,13,58,Close Friends,Lil Baby,66,53,21
3/30/19,13,38,Tequila,Dan + Shay,34,29,46
3/30/19,13,37,Baby Shark,Pinkfong,35,32,12
3/30/19,13,1,7 Rings,Ariana Grande,1,1,9
3/30/19,13,19,"Thank U, Next",Ariana Grande,16,1,20
3/30/19,13,23,Be Alright,Dean Lewis,25,23,21
3/30/19,13,96,Slow Dancing In The Dark,Joji,,96,1
3/30/19,13,63,Take It From Me,Jordan Davis,58,46,12
3/30/19,13,21,A Lot,21 Savage,21,12,13
3/30/19,13,45,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,49,38,13
3/30/19,13,72,There Was This Girl,Riley Green,74,71,4
3/30/19,13,64,This Is It,Scotty McCreery,55,42,15
3/30/19,13,11,Thotiana,Blueface,11,9,10
3/30/19,13,3,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2,1,22
3/30/19,13,7,Shallow,Lady Gaga & Bradley Cooper,9,1,25
3/30/19,13,42,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",39,11,25
3/30/19,13,18,Better,Khalid,19,18,27
3/30/19,13,13,Sicko Mode,Travis Scott,10,1,33
3/30/19,13,27,Better Now,Post Malone,30,3,47
3/30/19,13,59,Bad Liar,Imagine Dragons,70,59,4
3/30/19,13,78,One That Got Away,Michael Ray,84,78,4
3/30/19,13,70,Saturday Nights,Khalid & Kane Brown,78,70,6
3/30/19,13,48,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,54,48,7
3/30/19,13,34,Pure Water,Mustard & Migos,40,34,8
3/30/19,13,67,Empty,Juice WRLD,41,41,2
3/30/19,13,79,Here With Me,Marshmello Featuring CHVRCHES,75,75,2
3/30/19,13,84,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,96,84,2
3/30/19,13,86,Fast,Juice WRLD,47,47,2
3/30/19,13,20,Sweet But Psycho,Ava Max,22,20,14
3/30/19,13,88,Rumor,Lee Brice,88,88,2
3/30/19,13,91,Calma,Pedro Capo X Farruko,92,91,2
3/30/19,13,90,Faucet Failure,Ski Mask The Slump God,99,87,4
3/30/19,13,61,Eyes On You,Chase Rice,69,61,5
3/30/19,13,99,My Bad,Khalid,77,77,2
3/30/19,13,32,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,51,32,3
3/30/19,13,60,Hear Me Calling,Juice WRLD,38,38,3
3/30/19,13,66,I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin",97,66,3
3/30/19,13,71,I,Lil Skies,57,39,3
3/30/19,13,80,Look What God Gave Her,Thomas Rhett,82,52,3
3/30/19,13,56,Worth It,YK Osiris,62,56,5
3/30/19,13,4,Wow.,Post Malone,5,4,13
3/30/19,13,29,You Say,Lauren Daigle,32,29,36
3/30/19,13,33,Youngblood,5 Seconds Of Summer,33,7,42
3/30/19,13,17,Dancing With A Stranger,Sam Smith & Normani,18,17,10
3/30/19,13,75,Whiskey Glasses,Morgan Wallen,80,75,3
3/30/19,13,54,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,64,54,6
3/30/19,13,87,Wish You Were Gay,Billie Eilish,59,59,3
3/30/19,13,2,Without Me,Halsey,3,1,24
3/30/19,13,8,Sucker,Jonas Brothers,6,1,3
3/30/19,13,50,Act Up,City Girls,63,50,3
3/30/19,13,52,Girls Need Love,Summer Walker X Drake,52,37,4
3/30/19,13,69,Good As You,Kane Brown,73,69,4
3/30/19,13,31,ZEZE,Kodak Black Featuring Travis Scott & Offset,29,2,23
3/30/19,13,77,Miss Me More,Kelsea Ballerini,83,77,7
3/30/19,13,51,Twerk,City Girls Featuring Cardi B,50,29,11
3/30/19,13,73,Undecided,Chris Brown,67,35,11
3/30/19,13,68,Undrunk,FLETCHER,85,68,2
3/30/19,13,36,Look Back At It,A Boogie Wit da Hoodie,36,32,15
3/30/19,13,10,Going Bad,Meek Mill Featuring Drake,14,6,16
3/30/19,13,5,Please Me,Cardi B & Bruno Mars,4,3,5
3/30/19,13,9,Middle Child,J. Cole,8,4,9
3/30/19,13,16,Murder On My Mind,YNW Melly,17,14,9
3/30/19,13,43,Mixed Personalities,YNW Melly Featuring Kanye West,46,43,9
3/30/19,13,35,Robbery,Juice WRLD,27,27,5
3/30/19,13,93,Talk You Out Of It,Florida Georgia Line,98,80,5
3/30/19,13,15,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,15,2,6
3/30/19,13,83,Ella Quiere Beber,Anuel AA & Romeo Santos,81,61,20
3/30/19,13,26,Money,Cardi B,23,13,22
3/30/19,13,30,MIA,Bad Bunny Featuring Drake,28,5,23
3/30/19,13,24,Drip Too Hard,Lil Baby & Gunna,24,4,27
3/30/19,13,6,Happier,Marshmello & Bastille,7,2,31
3/30/19,13,12,Eastside,"benny blanco, Halsey & Khalid",13,9,36
3/30/19,13,41,Talk,Khalid,42,41,6
3/30/19,13,89,Walk Me Home,P!nk,,89,3
3/30/19,13,76,Make It Sweet,Old Dominion,79,76,12
3/30/19,13,81,Down To The Honkytonk,Jake Owen,76,69,12
3/30/19,13,39,Envy Me,Calboy,43,39,14
3/30/19,13,22,Girls Like You,Maroon 5 Featuring Cardi B,20,1,43
3/30/19,13,40,Lucid Dreams,Juice WRLD,37,2,45
3/30/19,13,44,I Like It,"Cardi B, Bad Bunny & J Balvin",44,1,50
3/30/19,13,82,GIRL,Maren Morris,61,61,3
3/30/19,13,85,Night Shift,Jon Pardi,86,85,5
3/30/19,13,53,Here Tonight,Brett Young,60,53,11
3/30/19,13,74,Girl Like You,Jason Aldean,68,46,17
3/30/19,13,97,Let Me Down Slowly,Alec Benjamin Featuring Alessia Cara,,97,6
3/30/19,13,100,Love Wins,Carrie Underwood,,100,9
3/30/19,13,47,Millionaire,Chris Stapleton,53,47,15
3/30/19,13,14,High Hopes,Panic! At The Disco,12,4,33
3/30/19,13,95,On My Way To You,Cody Johnson,,95,6
3/30/19,13,98,Lovely,Billie Eilish & Khalid,93,91,20
4/6/19,14,94,Calling My Spirit,Kodak Black,92,46,17
4/6/19,14,80,Splashin,Rich The Kid,,80,5
4/6/19,14,93,Secreto,Anuel AA & Karol G,94,84,8
4/6/19,14,70,Pure Cocaine,Lil Baby,57,57,14
4/6/19,14,25,Beautiful Crazy,Luke Combs,25,23,20
4/6/19,14,57,Close Friends,Lil Baby,58,53,22
4/6/19,14,39,Tequila,Dan + Shay,38,29,47
4/6/19,14,72,Price On My Head,NAV Featuring The Weeknd,,72,1
4/6/19,14,78,Confessions Of A Dangerous Mind,Logic,,78,1
4/6/19,14,41,Bury A Friend,Billie Eilish,46,14,9
4/6/19,14,46,Put A Date On It,Yo Gotti Featuring Lil Baby,49,46,9
4/6/19,14,27,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,28,27,19
4/6/19,14,21,"Thank U, Next",Ariana Grande,19,1,21
4/6/19,14,89,Tap,NAV Featuring Meek Mill,,89,1
4/6/19,14,95,Pop Out,Polo G Featuring Lil Tjay,,95,1
4/6/19,14,97,Don't Call Me Up,Mabel,,97,1
4/6/19,14,33,Baby Shark,Pinkfong,37,32,13
4/6/19,14,71,There Was This Girl,Riley Green,72,71,5
4/6/19,14,68,This Is It,Scotty McCreery,64,42,16
4/6/19,14,8,Thotiana,Blueface,11,8,11
4/6/19,14,24,Be Alright,Dean Lewis,23,23,22
4/6/19,14,3,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,3,1,23
4/6/19,14,10,Shallow,Lady Gaga & Bradley Cooper,7,1,26
4/6/19,14,48,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",42,11,26
4/6/19,14,16,Better,Khalid,18,16,28
4/6/19,14,18,Sicko Mode,Travis Scott,13,1,34
4/6/19,14,29,Better Now,Post Malone,27,3,48
4/6/19,14,56,Bad Liar,Imagine Dragons,59,56,5
4/6/19,14,67,One That Got Away,Michael Ray,78,67,5
4/6/19,14,73,Saturday Nights,Khalid & Kane Brown,70,70,7
4/6/19,14,49,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,48,48,8
4/6/19,14,31,Pure Water,Mustard & Migos,34,31,9
4/6/19,14,98,Last Hurrah,Bebe Rexha,,98,1
4/6/19,14,79,Take It From Me,Jordan Davis,63,46,13
4/6/19,14,22,A Lot,21 Savage,21,12,14
4/6/19,14,44,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,45,38,14
4/6/19,14,20,Sweet But Psycho,Ava Max,20,20,15
4/6/19,14,85,I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin",66,66,4
4/6/19,14,86,Hear Me Calling,Juice WRLD,60,38,4
4/6/19,14,58,Girls Need Love,Summer Walker X Drake,52,37,5
4/6/19,14,59,Good As You,Kane Brown,69,59,5
4/6/19,14,87,Faucet Failure,Ski Mask The Slump God,90,87,5
4/6/19,14,53,Here With Me,Marshmello Featuring CHVRCHES,79,53,3
